9301274	None	0
2874477	0|6|1|4|5|9|9	661
2625922	1|6|8|6|5|6|0	1937
2595531	0|4|2|8|4|6|8	83
2447045	0|7|2|6|0|15|1	808
2277426	0|4|3|7|4|6|9	112
2137825	1|6|9|5|5|6|1	1943
1916626	0|6|1|5|4|8|9	666
1840611	0|4|2|7|5|7|8	79
1691699	0|6|1|6|3|7|9	669
1555394	0|5|1|5|6|9|8	427
1525737	0|5|1|6|5|8|8	434
1496054	0|4|3|6|5|7|9	108
1290829	0|5|1|7|4|7|8	439
1172165	0|7|1|4|3|8|10	794
1036935	0|4|3|5|6|8|9	101
 815616	0|4|2|6|6|8|8	72
 731519	0|5|2|6|4|7|9	463
 715402	0|7|4|4|0|9|9	836
 655990	0|5|1|4|5|12|8	417
 655951	0|4|6|7|1|15|0	258
 522068	0|5|2|5|5|8|9	458
 496879	0|7|1|5|2|7|10	798
 495963	0|5|8|4|0|7|11	643
 477009	0|4|6|7|1|7|8	250
 467898	0|4|1|8|5|7|7	45
 446469	0|4|1|7|6|8|7	38
 368389	1|6|10|4|5|6|2	1946
 350661	0|6|5|5|0|8|9	759
 344084	0|4|10|4|0|7|11	401
 338510	0|5|2|4|6|9|9	451
 329535	0|6|1|7|2|6|9	671
 329289	0|6|1|7|0|8|9	670
 301553	0|5|1|8|3|6|8	441
 294809	0|8|2|4|0|10|8	878
 294809	0|7|3|5|0|9|8	824
 292818	1|4|4|6|4|15|0	1032
 285067	0|6|6|4|0|9|9	771
 284785	0|5|2|7|3|6|9	465
 260981	0|6|3|7|0|15|0	701
 260142	0|5|6|6|0|7|9	610
 251819	0|5|1|5|4|11|8	425
 242399	0|6|6|4|0|8|10	770
 239706	0|5|8|4|0|5|13	641
 238433	1|4|8|6|0|15|0	1351
 225496	0|5|1|6|3|10|8	433
 223023	0|4|10|4|0|9|9	403
 215734	1|4|4|5|5|15|1	1026
 210790	0|4|7|4|3|5|13	279
 209626	0|4|6|7|1|6|9	249
 206399	0|7|3|4|1|10|8	814
 199710	1|4|9|4|1|6|11	1353
 192070	0|4|5|7|2|14|1	171
 188764	0|5|4|6|2|15|1	506
 185471	0|6|4|6|0|8|8	737
 185154	0|4|7|4|3|7|11	281
 176236	0|4|3|8|3|5|9	114
 172580	0|4|6|4|4|5|13	193
 165752	0|6|3|7|0|14|1	700
 162820	1|4|7|7|0|14|0	1312
 162520	0|8|1|4|1|7|11	871
 161978	0|6|6|4|0|7|11	769
